Scenario,QueueTime
Current,6715.9182
Current,6697.7133
Current,6514.4458
Current,6565.005
Current,6494.3623
Current,6334.044
Current,6237.0763
Current,5985.7628
Current,5908.0547
Current,6959.9834
Current,6880.4198
Current,6573.4797
Current,6566.1318
Current,6529.2372
Current,6393.5455
Current,6388.0594
Current,6356.5241
Current,6373.9898
Current,6361.7979
Current,6316.8813
Current,6100.2545
Current,6115.2552
Current,5902.4215
Current,5855.5549
Current,5888.9347
Current,5743.273
Current,5653.3619
Current,5655.1604
Current,5587.4783
Current,5425.6683
Current,6438.2041
Current,6432.4886
Current,6364.5138
Current,6311.2666
Current,6220.0837
Current,6240.3477
Current,6261.3442
Current,6246.2703
Current,5878.6277
Current,5733.4431
Current,5672.5657
Current,5565.7944
Current,5582.9935
Current,5552.2286
Current,5519.4715
Current,5464.8409
Current,5468.2418
Current,5455.6233
Current,5483.6662
Current,5486.5114
Current,5358.7735
Current,6362.8725
Current,6176.6543
Current,6170.3249
Current,6101.5497
Current,6105.6429
Current,6022.2597
Current,5605.2658
Current,5322.1205
Current,5097.1547
Current,5133.7399
Current,5041.4229
Current,5007.5838
Current,5028.0154
Current,4782.9214
Current,4692.3804
Current,4736.4335
Current,4702.0513
Current,4691.7542
Current,4645.7609
Current,4588.5618
Current,4477.2598
Current,5466.9791
Current,5461.1429
Current,5362.6997
Current,5260.6255
Current,5257.585
Current,5189.2668
Current,5117.5609
Current,5137.3737
Current,5133.7702
Current,5138.784
Current,5120.4283
Current,5110.3041
Current,5045.8128
Current,5047.816
Current,4852.1474
Current,4830.495
Current,4813.0483
Current,4577.3176
Current,4475.0707
Current,4348.9277
Current,8214.6405
Current,8025.8571
Current,7842.9093
Current,7823.3408
Current,7320.4361
Current,7341.894
Current,7067.7343
Current,7064.5358
Current,7038.6342
Current,7037.8965
Current,7016.7398
Current,6910.0512
Current,6792.4013
Current,6452.0257
Current,6400.9527
Current,6401.1116
Current,6286.3653
Current,6298.2605
Current,6130.5972
Current,5949.5144
Current,7005.6487
Current,7009.9537
Current,7005.9654
Current,7020.4065
Current,6906.1843
Current,6865.2191
Current,6907.2662
Current,6821.4598
Current,6796.2849
Current,6722.9618
Current,6390.9191
Current,6321.2408
Current,6305.729
Current,6304.2178
Current,6115.8279
Current,6101.9018
Current,5990.4597
Current,5859.4719
Current,5693.7808
Current,5613.166
Current,5419.9565
Current,6482.1142
Current,6303.8705
Current,6294.1596
Current,6328.1465
Current,6287.1643
Current,6232.5752
Current,6276.4132
Current,6182.0351
Current,6168.6413
Current,6135.0612
Current,6137.7875
Current,6021.7786
Current,6058.0014
Current,6054.4267
Current,6022.0091
Current,6010.0924
Current,5997.7582
Current,5992.5327
Current,6026.8018
Current,6029.0546
Current,5989.3755
Current,6889.7247
Current,6778.1706
Current,6739.941
Current,6626.3207
Current,6639.6134
Current,6600.7861
Current,6591.5651
Current,6587.8665
Current,6462.079
Current,6370.0998
Current,6258.1949
Current,6072.2041
Current,5913.7661
